Name,Ingredients,Station,Location,Meal Type,Item ID
Mango-Lemon Agua Fresca,"Ingredients: Water, ""Ice Cubes"" (ingredient details unavailable at this time), Frozen Mango Chunks, Agave Nectar (organic agave nectar, water), Bottled Lemon Juice (filtered water, lemon juice concentrate, sodium bisulfite [preservative], sodium benzoate [preservative], lemon oil)",Home Zone,Marciano,lunch,119
Horchata,"Ingredients: Whole Milk (milk and vitamin d3), Jasmine Rice ([thai hom mali jasmine rice]), Water, Granulated Sugar, Pure Maple Syrup (100% pure grade ""a"" dark robust taste maple syrup), Cinnamon Sticks",Home Zone,Marciano,lunch,120
Achiote Chicken ,"Ingredients: Halal Chicken Thigh ((boneless skinless thigh meat)), Orange Juice (100% orange juice from concentrate contains pure filtered water, premium concentrated orange juice, ascorbic acid [vitamin c]**. **ingredient not found in regular orange juice from concentrate), Achiote Paste (water, corn flour, annatto seed, salt, garlic, spices, acetic acid and sodium benzoate as preservative [MAY CONTAIN SESAME SEEDS]), Fresh Jalapeno Pepper, Fresh Cilantro, Fresh Garlic, Ground Black Pepper, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps])",Home Zone,Marciano,dinner,193
Carne Asada,"Ingredients: Top Round (beef), Apple Cider Vinegar (apple cider vinegar,  distilled vinegar from grain, natural flavor with caramel color, diluted with water to a uniform pickling and table strength of 5% [50 grains] acidity), Orange Juice (100% orange juice from concentrate contains pure filtered water, premium concentrated orange juice, ascorbic acid [vitamin c]**. **ingredient not found in regular orange juice from concentrate), Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Dried Oregano, Fresh Garlic, Ground Black Pepper, Ground Cumin, Light Soy Sauce (water, soybeans, wheat, salt, lactic acid, sodium benzoate: less than 1/10 of 1% as a preservative)",Home Zone,Marciano,dinner,194
Streets Cumin Roasted Vegetables,"Ingredients: Fresh Broccoli, Fresh Yellow Squash, Fresh Zucchini, Fresh Yellow Onion, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Cumin",Home Zone,Marciano,dinner,195
Cilantro-Lime Brown Rice,"Ingredients: Water, Whole Grain Brown Rice ((long grain parboiled brown rice)  ), Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Low-Sodium Gluten-Free Vegetable Base (sauteed vegetable puree mix [carrots, onions, celery], salt, sugar, maltodextrin, corn oil, 2% or less of yeast extract, water, potato starch, xanthan gum, natural flavors, carrot juice concentrate), Fresh Cilantro, Ground Black Pepper",Home Zone,Marciano,dinner,196
Sauteed Onions,"Ingredients: Fresh Yellow Onion, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Home Zone,Marciano,dinner,197
Black Beans,"Ingredients: Water, Dried Black Beans",Home Zone,Marciano,dinner,198
Pinto Beans,"Ingredients: Water, Dried Pinto Beans",Home Zone,Marciano,dinner,199
Pico De Gallo,"Ingredients: Fresh Tomatoes, Fresh Yellow Onion, Fresh Jalapeno Pepper, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Fresh Cilantro",Home Zone,Marciano,dinner,200
Chili Lime Corn Salad,"Ingredients: Frozen Corn Kernels, Mayonnaise (soybean oil, distilled vinegar, egg yolk, high fructose corn syrup, contains less than 2% of salt, water, mustard seed, calcium sodium edta [to protect flavor]), Scallion, Fresh Cilantro, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Granulated Sugar, Dark Chili Powder (chili pepper, spices, salt, silicon dioxide [to make free flowing] and garlic), Fresh Lime, Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Home Zone,Marciano,dinner,201
Streets Crema,"Ingredients: Sour Cream (cultured milk and cream, modified corn starch, guar gum, sodium citrate, carrageenan, locust bean gum, enzymes), Water, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps])",Home Zone,Marciano,dinner,202
Salsa Roja,"Ingredients: Chunky Diced Tomatoes (vine ripened tomatoes, tomato juice, sea salt, calcium chloride, citric acid), Tomato Paste (vine ripened fresh tomatoes, citric acid), Red Wine Vinegar (red wine vinegar, potassium metabisulfite [a preservative], diluted with water to 5% acidity), Fresh Cilantro, Granulated Sugar, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Fresh Yellow Onion, Tabasco Hot Sauce (distilled vinegar, red pepper, salt), Ground Cumin",Home Zone,Marciano,dinner,203
Salsa Guacamole,"Ingredients: Fresh Avocado, Fresh Tomatoes, Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Yellow Onion, Fresh Jalapeno Pepper, Ancho Chili Concentrate (roasted red bell pepper puree [red peppers, water, salt, citric acid], onion puree, maltodextrin, vegetable oil [corn and/or canola oil], sugar, salt, seasoning [chili, ancho, and chipotle powder], palm oil, olive oil, spices, onion powder, 2% or less of modified cornstarch, garlic, yeast extract, citric acid), Fresh Cilantro, Ground Black Pepper, Fresh Garlic, Fresh Garlic, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Fresh Cilantro",Home Zone,Marciano,dinner,204
Queso Fresco,"Ingredients: Queso Fresco (pasteurized grade a whole cow's milk, salt, enzymes and culture)",Home Zone,Marciano,dinner,205
Shredded Iceberg Lettuce,Ingredients: Fresh Lettuce,Home Zone,Marciano,dinner,206
Tortilla Chip,"Ingredients: Cajun Seasoning (garlic, spices [including paprika, oregano, red pepper], salt, and onion), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Gluten-Free 6"" Corn Tortilla (whole grain corn, water, contains 2% or less of: cellulose gum, guar gum, enzymes, and propionic acid, benzoic acid and phosphoric acid [to maintain freshness])",Home Zone,Marciano,dinner,207
Dragon Fruit Agua Fresca,"Ingredients: ""Ice Cubes"" (ingredient details unavailable at this time), Water, Frozen Red Dragon Fruit, Agave Nectar (organic agave nectar, water), Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate])",Home Zone,Marciano,dinner,208
Mango-Lemon Agua Fresca,"Ingredients: Water, ""Ice Cubes"" (ingredient details unavailable at this time), Frozen Mango Chunks, Agave Nectar (organic agave nectar, water), Bottled Lemon Juice (filtered water, lemon juice concentrate, sodium bisulfite [preservative], sodium benzoate [preservative], lemon oil)",Home Zone,Marciano,dinner,209
Horchata,"Ingredients: Whole Milk (milk and vitamin d3), Jasmine Rice ([thai hom mali jasmine rice]), Water, Granulated Sugar, Pure Maple Syrup (100% pure grade ""a"" dark robust taste maple syrup), Cinnamon Sticks",Home Zone,Marciano,dinner,210
Create Your Own,none,Salad Bar,Marciano,breakfast,22
Create Your Own,none,Salad Bar,Marciano,lunch,100
Create Your Own,none,Salad Bar,Marciano,dinner,190
Classic Cheese Pizza,"Ingredients: Shredded Mozzarella Cheese (whole and part-skim milk low moisture mozzarella cheese [pasteurized and cultured milk, cheese cultures, salt, enzymes], provolone cheese [pasteurized milk, cheese cultures, salt, and enzymes], potato starch, canola oil and cellulose powder added to prevent caking, natamycin [a natural mold inhibitor]), Pizza Sauce (tomatoes, tomato puree, salt, sugar, extra virgin olive oil, spices, dehydrated basil and garlic powder), 14"" Pizza Dough Sheet (enriched unbleached wheat flour [wheat flour, niacin, iron as ferrous sulfate, thiamine mononitrate, enzyme, riboflavin, folic acid], water, yeast, soybean oil, contains less than 2% of the following: high fructose corn syrup, salt, wheat gluten, sodium stearoyl lactylate, ascorbic acid, enzymes)",Brick Oven,Warren,lunch,50
Pepperoni Pizza,"Ingredients: Shredded Mozzarella Cheese (whole and part-skim milk low moisture mozzarella cheese [pasteurized and cultured milk, cheese cultures, salt, enzymes], provolone cheese [pasteurized milk, cheese cultures, salt, and enzymes], potato starch, canola oil and cellulose powder added to prevent caking, natamycin [a natural mold inhibitor]), Pizza Sauce (tomatoes, tomato puree, salt, sugar, extra virgin olive oil, spices, dehydrated basil and garlic powder), 14"" Pizza Dough Sheet (enriched unbleached wheat flour [wheat flour, niacin, iron as ferrous sulfate, thiamine mononitrate, enzyme, riboflavin, folic acid], water, yeast, soybean oil, contains less than 2% of the following: high fructose corn syrup, salt, wheat gluten, sodium stearoyl lactylate, ascorbic acid, enzymes), Sliced Pepperoni (chicken, beef, halal beef, turkey, salt, water, corn syrup, dextrose, spices, smoke flavoring, natural smoke flavor, garlic powder, dehydrated garlic, oleoresin of paprika, paprika, extractive of paprika, rosemary extract, sodium ascorbate, sodium erythrobate, spice extractive, citric acid, lactic acid starter culture, bha, bht, sodium nitrite, bha, bht with citric acid added to help protect flavor)",Brick Oven,Warren,lunch,51
Vegan Sausage And Pepper Pizza,"Ingredients: Fresh Bell Pepper, Pizza Sauce (tomatoes, tomato puree, salt, sugar, extra virgin olive oil, spices, dehydrated basil and garlic powder), Fresh Bell Pepper, Fresh Yellow Onion, Vegan Chorizo Sausage Crumbles (water, soy flour, corn oil, onions, paprika. contains 2% or less of garlic [garlic, water], salt, soy protein isolate, spices, citric acid, cooked onion and carrot juice concentrate, garlic powder, vinegar solids, onion powder, sugar, paprika extract color, natural flavor, faba bean protein, pea protein), Vegan Mozzarella Shreds (daiya oat cream blend [water, gluten-free oat flour, pea protein], tapioca starch, [highly refined] coconut oil, expeller pressed safflower oil, calcium phosphate, less than 2 percent of: corn starch, yeast extract, salt, dextrose, lactic acid, natural flavors), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper, 14"" Pizza Dough Sheet (enriched unbleached wheat flour [wheat flour, niacin, iron as ferrous sulfate, thiamine mononitrate, enzyme, riboflavin, folic acid], water, yeast, soybean oil, contains less than 2% of the following: high fructose corn syrup, salt, wheat gluten, sodium stearoyl lactylate, ascorbic acid, enzymes)",Brick Oven,Warren,lunch,52
Spinach & Chicken Calzone (Sargent Choice),"Ingredients: Pizza Sauce (tomatoes, tomato puree, salt, sugar, extra virgin olive oil, spices, dehydrated basil and garlic powder), Halal Chicken Breast (boneless skinless chicken breasts with rib meat), Fresh Garlic, Ricotta Cheese (milk, pasteurized whey, cream, vinegar, and salt), Fresh Spinach, Shredded Asiago Cheese (asiago cheese [cultured pasteurized milk, salt, enzymes], cheese cultures, anti-caking blend [potato starch, powdered cellulose]), Shredded Mozzarella Cheese (whole and part-skim milk low moisture mozzarella cheese [pasteurized and cultured milk, cheese cultures, salt, enzymes], provolone cheese [pasteurized milk, cheese cultures, salt, and enzymes], potato starch, canola oil and cellulose powder added to prevent caking, natamycin [a natural mold inhibitor]), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Parsley, Ground Black Pepper, Granulated Garlic (garlic powder), Dried Oregano, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), 14"" Pizza Dough Sheet (enriched unbleached wheat flour [wheat flour, niacin, iron as ferrous sulfate, thiamine mononitrate, enzyme, riboflavin, folic acid], water, yeast, soybean oil, contains less than 2% of the following: high fructose corn syrup, salt, wheat gluten, sodium stearoyl lactylate, ascorbic acid, enzymes)",Brick Oven,Warren,lunch,53
Cheesy Lasagna,"Ingredients: Spaghetti Sauce (tomato concentrate (water, tomato paste), corn syrup, salt, spices, dehydrated parsley, citric acid, natural flavor), Ricotta Cheese (milk, pasteurized whey, cream, vinegar, and salt), Liquid Egg Whites (egg whites, guar gum, and triethyl citrate), Shredded Mozzarella Cheese (whole and part-skim milk low moisture mozzarella cheese [pasteurized and cultured milk, cheese cultures, salt, enzymes], provolone cheese [pasteurized milk, cheese cultures, salt, and enzymes], potato starch, canola oil and cellulose powder added to prevent caking, natamycin [a natural mold inhibitor]), Shredded Asiago Cheese (asiago cheese [cultured pasteurized milk, salt, enzymes], cheese cultures, anti-caking blend [potato starch, powdered cellulose]), ""PASTA FROZEN SHEET EGG CKD 10.75"" X 9"" 4 OZ - THAWED"" (ingredient details unavailable at this time)",Brick Oven,Warren,lunch,54
Classic Cheese Pizza,"Ingredients: Shredded Mozzarella Cheese (whole and part-skim milk low moisture mozzarella cheese [pasteurized and cultured milk, cheese cultures, salt, enzymes], provolone cheese [pasteurized milk, cheese cultures, salt, and enzymes], potato starch, canola oil and cellulose powder added to prevent caking, natamycin [a natural mold inhibitor]), Pizza Sauce (tomatoes, tomato puree, salt, sugar, extra virgin olive oil, spices, dehydrated basil and garlic powder), 14"" Pizza Dough Sheet (enriched unbleached wheat flour [wheat flour, niacin, iron as ferrous sulfate, thiamine mononitrate, enzyme, riboflavin, folic acid], water, yeast, soybean oil, contains less than 2% of the following: high fructose corn syrup, salt, wheat gluten, sodium stearoyl lactylate, ascorbic acid, enzymes)",Brick Oven,Warren,dinner,128
